id|data_iniSE|casos|ibge_code|cidade|uf|cep|latitude|longitude
34589|2015-02-01|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34590|2015-02-08|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34591|2015-02-15|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34592|2015-02-22|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34593|2015-03-01|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34594|2015-03-08|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34595|2015-03-15|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34596|2015-03-22|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34597|2015-03-29|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34598|2015-04-05|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34599|2015-04-12|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34600|2015-04-19|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34601|2015-04-26|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34602|2015-05-03|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34603|2015-05-10|1.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34604|2015-05-17|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34605|2015-05-24|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34606|2015-05-31|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34607|2015-06-07|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34608|2015-06-14|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34609|2015-06-21|1.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34610|2015-06-28|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34611|2015-07-05|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34612|2015-07-12|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34613|2015-07-19|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34614|2015-07-26|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34615|2015-08-02|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34616|2015-08-09|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34617|2015-08-16|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34618|2015-08-23|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34619|2015-08-30|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34620|2015-09-06|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34621|2015-09-13|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34622|2015-09-20|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34623|2015-09-27|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34624|2015-10-04|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34625|2015-10-11|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34626|2015-10-18|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34627|2015-10-25|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34628|2015-11-01|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34629|2015-11-08|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34630|2015-11-15|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34631|2015-11-22|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34632|2015-11-29|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34633|2015-12-06|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34634|2015-12-13|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34635|2015-12-20|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34636|2015-12-27|0.0|231020|Paracuru|CE|62680-000|-3.4866|-39.0427
34847|2015-01-04|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34848|2015-01-11|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34849|2015-01-18|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34850|2015-01-25|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34851|2015-02-01|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34852|2015-02-08|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34853|2015-02-15|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34854|2015-02-22|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34855|2015-03-01|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34856|2015-03-08|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34857|2015-03-15|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34858|2015-03-22|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34859|2015-03-29|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34860|2015-04-05|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34861|2015-04-12|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34862|2015-04-19|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34863|2015-04-26|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34864|2015-05-03|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34865|2015-05-10|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34866|2015-05-17|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34867|2015-05-24|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34868|2015-05-31|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34869|2015-06-07|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34870|2015-06-14|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34871|2015-06-21|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34872|2015-06-28|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34873|2015-07-05|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34874|2015-07-12|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34875|2015-07-19|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34876|2015-07-26|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34877|2015-08-02|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34878|2015-08-09|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34879|2015-08-16|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34880|2015-08-23|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34881|2015-08-30|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34882|2015-09-06|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34883|2015-09-13|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34884|2015-09-20|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34885|2015-09-27|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34886|2015-10-04|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34887|2015-10-11|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34888|2015-10-18|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34889|2015-10-25|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34890|2015-11-01|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34891|2015-11-08|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34892|2015-11-15|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34893|2015-11-22|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34894|2015-11-29|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34895|2015-12-06|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34896|2015-12-13|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34897|2015-12-20|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
34898|2015-12-27|0.0|231025|Paraipaba|CE|62685-000|-3.4134|-39.1698
35109|2015-01-04|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35110|2015-01-11|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35111|2015-01-18|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35112|2015-01-25|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35113|2015-02-01|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35114|2015-02-08|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35115|2015-02-15|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35116|2015-02-22|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35117|2015-03-01|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35118|2015-03-08|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35119|2015-03-15|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35120|2015-03-22|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35121|2015-03-29|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35122|2015-04-05|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35123|2015-04-12|2.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35124|2015-04-19|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35125|2015-04-26|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35126|2015-05-03|2.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35127|2015-05-10|7.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35128|2015-05-17|5.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35129|2015-05-24|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35130|2015-05-31|3.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35131|2015-06-07|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35132|2015-06-14|3.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35133|2015-06-21|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35134|2015-06-28|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35135|2015-07-05|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35136|2015-07-12|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35137|2015-07-19|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35138|2015-07-26|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35139|2015-08-02|1.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35140|2015-08-09|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35141|2015-08-16|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35142|2015-08-23|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35143|2015-08-30|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35144|2015-09-06|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35145|2015-09-13|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35146|2015-09-20|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35147|2015-09-27|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35148|2015-10-04|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35149|2015-10-11|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35150|2015-10-18|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35151|2015-10-25|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35152|2015-11-01|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35153|2015-11-08|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35154|2015-11-15|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35155|2015-11-22|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35156|2015-11-29|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35157|2015-12-06|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35158|2015-12-13|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35159|2015-12-20|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35160|2015-12-27|0.0|231030|Parambu|CE|63680-000|-6.2541|-40.6088
35371|2015-01-04|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35372|2015-01-11|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35373|2015-01-18|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35374|2015-01-25|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35375|2015-02-01|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35376|2015-02-08|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35377|2015-02-15|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35378|2015-02-22|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35379|2015-03-01|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35380|2015-03-08|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35381|2015-03-15|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35382|2015-03-22|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35383|2015-03-29|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35384|2015-04-05|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35385|2015-04-12|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35386|2015-04-19|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35387|2015-04-26|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35388|2015-05-03|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35389|2015-05-10|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35390|2015-05-17|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35391|2015-05-24|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35392|2015-05-31|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35393|2015-06-07|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35394|2015-06-14|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35395|2015-06-21|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35396|2015-06-28|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35397|2015-07-05|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35398|2015-07-12|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35399|2015-07-19|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35400|2015-07-26|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35401|2015-08-02|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35402|2015-08-09|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35403|2015-08-16|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35404|2015-08-23|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35405|2015-08-30|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35406|2015-09-06|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35407|2015-09-13|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35408|2015-09-20|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35409|2015-09-27|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35410|2015-10-04|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35411|2015-10-11|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35412|2015-10-18|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35413|2015-10-25|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35414|2015-11-01|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35415|2015-11-08|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35416|2015-11-15|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35417|2015-11-22|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35418|2015-11-29|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35419|2015-12-06|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35420|2015-12-13|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35421|2015-12-20|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35422|2015-12-27|0.0|231040|Paramoti|CE|62736-000|-4.1474|-39.3622
35633|2015-01-04|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35634|2015-01-11|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35635|2015-01-18|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35636|2015-01-25|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35637|2015-02-01|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35638|2015-02-08|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35639|2015-02-15|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35640|2015-02-22|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35641|2015-03-01|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35642|2015-03-08|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35643|2015-03-15|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35644|2015-03-22|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35645|2015-03-29|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35646|2015-04-05|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35647|2015-04-12|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35648|2015-04-19|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35649|2015-04-26|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35650|2015-05-03|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35651|2015-05-10|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35652|2015-05-17|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35653|2015-05-24|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35654|2015-05-31|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35655|2015-06-07|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35656|2015-06-14|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35657|2015-06-21|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35658|2015-06-28|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35659|2015-07-05|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35660|2015-07-12|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35661|2015-07-19|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35662|2015-07-26|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35663|2015-08-02|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35664|2015-08-09|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35665|2015-08-16|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35666|2015-08-23|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35667|2015-08-30|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35668|2015-09-06|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35669|2015-09-13|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35670|2015-09-20|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35671|2015-09-27|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35672|2015-10-04|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35673|2015-10-11|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35674|2015-10-18|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35675|2015-10-25|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35676|2015-11-01|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35677|2015-11-08|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35678|2015-11-15|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35679|2015-11-22|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35680|2015-11-29|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35681|2015-12-06|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35682|2015-12-13|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35683|2015-12-20|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35684|2015-12-27|0.0|231050|Pedra Branca|CE|63630-000|-5.4934|-39.8526
35895|2015-01-04|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35896|2015-01-11|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35897|2015-01-18|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35898|2015-01-25|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35899|2015-02-01|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35900|2015-02-08|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35901|2015-02-15|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35902|2015-02-22|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35903|2015-03-01|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35904|2015-03-08|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35905|2015-03-15|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35906|2015-03-22|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35907|2015-03-29|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35908|2015-04-05|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35909|2015-04-12|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35910|2015-04-19|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35911|2015-04-26|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35912|2015-05-03|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35913|2015-05-10|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35914|2015-05-17|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35915|2015-05-24|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35916|2015-05-31|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35917|2015-06-07|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35918|2015-06-14|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35919|2015-06-21|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35920|2015-06-28|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35921|2015-07-05|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35922|2015-07-12|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35923|2015-07-19|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35924|2015-07-26|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35925|2015-08-02|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35926|2015-08-09|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35927|2015-08-16|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35928|2015-08-23|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35929|2015-08-30|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35930|2015-09-06|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35931|2015-09-13|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35932|2015-09-20|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35933|2015-09-27|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35934|2015-10-04|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35935|2015-10-11|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35936|2015-10-18|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35937|2015-10-25|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35938|2015-11-01|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35939|2015-11-08|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35940|2015-11-15|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35941|2015-11-22|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35942|2015-11-29|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35943|2015-12-06|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35944|2015-12-13|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35945|2015-12-20|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
35946|2015-12-27|0.0|231060|Penaforte|CE|63280-000|-7.8005|-39.047
36157|2015-01-04|1.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36158|2015-01-11|2.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36159|2015-01-18|5.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36160|2015-01-25|3.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36161|2015-02-01|12.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36162|2015-02-08|14.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36163|2015-02-15|6.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36164|2015-02-22|22.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36165|2015-03-01|29.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36166|2015-03-08|24.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36167|2015-03-15|8.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36168|2015-03-22|3.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36169|2015-03-29|12.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36170|2015-04-05|22.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
36171|2015-04-12|18.0|231070|Pentecoste|CE|62640-000|-3.8512|-39.1985
